byamabuye	 b y  a m a b u y e
byabasiganwa	 b y  a b a s i g a n w a
yezu	 y e z u
gusiganwa	 g u s i g a n w a
siporo	s i p o r o
byibuze	 b y i b u z e
1ndetse	 1  n d e t s e
161	 1  6 1
hafunguwe	 h a f u n g u w e
ikipe	 i k i p e
y’imyidagaduro	 y ’ i m y i d a g a d u r o
yafunguwe	 y a f u n g u w e
n’abanyanoruveje	 n ’ a b a n y a n o r u v e j e
ositaraliya	 o s i t a r a l i y a
utwaye	 u t w a y e
imizigo	 i m i z i g o
mugongo	 m u g o n g o
iki	 i k i
gikorwa	 g i k o r w a
nanone	 n a n o n e
cyitwa	 c y i t w a
gutembera	 g u t e m b e r a
igihugu	 i g i h u g u
unyuze	 u n y u z e
ruburacyangwa	 r u b u r a c y a n g w a
bunyuze	 b u n y u z e
kuzamuka	 k u z a m u k a
imisoza	 i m i s o z a
userebeka	 u s e r e b e k a
uzashobora	 u z a s h o b o r a
urugendo	 u r u g e n d o
rurerure	 r u r e r u r e
kuruta	 k u r u t a
urwo	 u r w o
wakora	 w a k o r a
n’ibirenge	 n ’ i b i r e n g e
–	 –
ntushobora	 n t u s h o b o r a
kugera	 k u g e r a
wambukiranya	 w a m b u k i r a n y a
imipaka	 i m i p a k a
udafite	 u d a f i t e
igikapu	 i g i k a p u
kiremereye	 k i r e m e r e y e
zateguwe	 z a t e g u w e
aka	a k a
gacemuri	 g a c e m u r i
kwambuka	 k w a m b u k a
utiriwe	 u t i r i w e
unyura	 u n y u r a
kugenzura	 k u g e n z u r a
pasiporo	 p a s i p o r o
itandukaniro	 i t a n d u k a n i r o
rishingiye	 r i s h i n g i y e
miterere	 m i t e r e r e
y’agace	 y ’ a g a c e
bisobanuroaho	 b i s o b a n u r o a h o
imyaka	 i m y a k a
mike	 m i k e
nko	 n k o
ruguru	 r u g u r u
muco	 m u c o
gakondontabwo	 g a k o n d o n t a b w o
abasami	 a b a s a m i
bose	 b o s e
aborozi	 a b o r o z i
b’impongoahubwo	 b ’ i m p o n g o a h u b w o
babeshwagaho	 b a b e s h w a g a h o
n’uburobyiguhiga	 n ’ u b u r o b y i g u h i g a
byoimpongo	 b y o i m p o n g o
zigakoreshwa	 z i g a k o r e s h w a
nk’inyamanswa	 n k ’ i n y a m a n s w a
zikorera	 z i k o r e r a
uyu	 u y u
munsi	 m u n s i
bakora	 b a k o r a
ubucuruzi	 u b u c u r u z i
bugezweho	 b u g e z w e h o
bubinjiriza	 b u b i n j i r i z a
ako	 a k o
karere	 k a r e r e
uzasura	 u z a s u r a
gikurikiza	 g i k u r i k i z a
ubujyanama	u b u j y a n a m a
ngendoubwishingizi	 n g e n d o u b w i s h i n g i z i
bw’ubuzima	 b w ’ u b u z i m a
bwawe	 b w a w e
ubwishingizi	 u b w i s h i n g i z i
guhagarika	 g u h a g a r i k a
kugirwaho	 k u g i r w a h o
incamake	 i n c a m a k e
wifashe	 w i f a s h e
ikirere	 i k i r e r e
cyifashe	 c y i f a s h e
nabi	 n a b i
gishobora	 g i s h o b o r a
kubaho	 k u b a h o
isindetse	 i s i n d e t s e
butandukanyebushobora	 b u t a n d u k a n y e b u s h o b o r a
guterwa	 g u t e r w a
n’imiterere	 n ’ i m i t e r e r e
y’akarereimimerere	 y ’ a k a r e r e i m i m e r e r e
y’agacendetse	 y ’ a g a c e n d e t s e
nuko	 n u k o
umuntu	 u m u n t u
uwo	 u w o
we	 w e
wese	 w e s e
uteganya	 u t e g a n y a
gusura	 g u s u r a
gifatwa	 g i f a t w a
nk’agace	 n k ’ a g a c e
k’intambara	 k ’ i n t a m b a r a
agomba	 a g o m b a
amahugurwa	 a m a h u g u r w a
kinyamwuga	 k i n y a m w u g a
isomo	 i s o m o
rizaba	 r i z a b a
minsi	 m i n s i
hazaba	 h a z a b a
harimo	 h a r i m o
kugiramo	 k u g i r a m o
uruhareubufasha	 u r u h a r e u b u f a s h a
ndeste	 n d e s t e
imyitozo	 i m y i t o z o
ntwaro	 n t w a r o
z’intambara	 z ’ i n t a m b a r a
ibitabo	 i b i t a b o
n’ibinyamakuru	 n ’ i b i n y a m a k u r u
bivuga	 b i v u g a
mibereho	 m i b e r e h o
butayu	 b u t a y u
inyandiko	 i n y a n d i k o
zivuga	 z i v u g a
tw’intambara	 t w ’ i n t a m b a r a
nke	 n k e
bateganya	 b a t e g a n y a
kwihinduza	 k w i h i n d u z a
ibitsina	 i b i t s i n a
mahanga	 m a h a n g a
bagomba	 b a g o m b a
bitwaje	 b i t w a j e
ibyangombwa	 i b y a n g o m b w a
byemewe	 b y e m e w e
byurugendo	 b y  u r u g e n d o
rwo	 r w o
gutaha	 g u t a h a
ubushake	 u b u s h a k e
guverinoma	 g u v e r i n o m a
gutanga	 g u t a n g a
itagaragaza	 i t a g a r a g a z a
igitsina	 i g i t s i n a
x	 x
zijyanye	 z i j y a n y e
n’igihe	 n ’ i g i h e
kugirango	 k u g i r a n g o
bihuze	 b i h u z e
izina	 i z i n a
ryifuzwa	 r y i f u z w a
kirahinduka	 k i r a h i n d u k a
z’amahanga	 z ’ a m a h a n g a
guha	 g u h a
agaciro	 a g a c i r o
izo	 i z o
nyandiko	 n y a n d i k o
burahari	 b u r a h a r i
bihinduje	 b i h i n d u j e
ntibagomba	 n t i b a g o m b a
gutegereza	 g u t e g e r e z a
kunyura	 k u n y u r a
byuma	 b y u m a
bisaka	 b i s a k a
kubungabunga	k u b u n g a b u n g a
bwabo	 b w a b o
n’agaciro	 n ’ a g a c i r o
kabo	 k a b o
ukubera	 u k u b e r a
ikigo	 i k i g o
cyashaka	 c y a s h a k a
gitwara	 g i t w a r a
gushyiraho	 g u s h y i r a h o
cyigisha	 c y i g i s h a
umugambi	u m u g a m b i
bikorwa	 b i k o r w a
ibitekerezo	i b i t e k e r e z o
by’iyigabuyobozi	 b y ’ i y i g a b u y o b o z i
uguhanga	 u g u h a n g a
ibishya	 i b i s h y a
ubutimbuktu	 u b u t i m b u k t u
ukennyenubwo	 u k e n n y e n u b w o
ubwamamare	 u b w a m a m a r e
bwawo	 b w a w o
buwugira	 b u w u g i r a
hagendwa	 h a g e n d w a
mukerarugendokandi	 m u k e r a r u g e n d o k a n d i
ifite	 i f i t e
nikibuga	 n  i k i b u g a
abashakashatsi	a b a s h a k a s h a t s i
bya	 b y a
siyansi	 s i y a n s i
kigo	 k i g o
cy’igihugu	 c y ’ i g i h u g u
gishinzwe	 g i s h i n z w e
ibijyanye	 i b i j y a n y e
n’imiyaga	 n ’ i m i y a g a
bavuga	 b a v u g a
danielle	 d a n i e l l e
izarushaho	 i z a r u s h a h o
gukara	 g u k a r a
rwego	 r w e g o
rwa	 r w a
serwakira	 s e r w a k i r a
bitarenze	 b i t a r e n z e
umuyaga	 u m u y a g a
utari	 u t a r i
kuzabiracyagoye	 k u z a b i r a c y a g o y e
gusuzuma	 g u s u z u m a
guteza	 g u t e z a
ibirwa	 i b i r w a
karayibe	 k a r a y i b e
bobek	 b o b e k
wamenyekanye	 w a m e n y e k a n y e
yakiniraga	 y a k i n i r a g a
partizan	 p a r t i z a n
belgradeyavukiye	 b e l g r a d e y a v u k i y e
murwa	 m u r w a
korowasiyazagreb	 k o r o w a s i y a z a g r e b
yifatanyije	y i f a t a n y i j e
nabo	 n a b o
14	 1 4
agumaho	 a g u m a h o
yamaze	 y a m a z e
kipeyatsinze	 k i p e y a t s i n z e
ibitego	 i b i t e g o
43	 4  3
46	   4 6
yakinnye	 y a k i n n y e
wundi	 w u n d i
wakinnye	 w a k i n n y e
myinshi	 m y i n s h i
watsindiye	 w a t s i n d i y e
kurusha	 k u r u s h a
yatowe	 y a t o w e
nkumukinnyi	 n k  u m u k i n n y i
mwiza	 m w i z a
wabayeho	 w a b a y e h o
mateka	 m a t e k a
ibirori	 i b i r o r i
byatangijwe	 b y a t a n g i j w e
n’igitaramo	 n ’ i g i t a r a m o
kidasanzwe	 k i d a s a n z w e
cy’itsinda	 c y ’ i t s i n d a
rizwi	 r i z w i
isi	 i s i
cirque	 c i r q u e
du	 d u
soleil	 s o l e i l
byakurikiwe	b y a k u r i k i w e
istanbul	 i s t a n b u l
state	 s t a t e
symphony	 s y m p h o n y
orchestraitsinda	 o r c h e s t r a i t s i n d a
ririmba	 r i r i m b a
rikanacuranga	 r i k a n a c u r a n g a
janissaryhamwe	 j a n i s s a r y h a m w e
n’abaririmbyi	 n ’ a b a r i r i m b y i
fatih	 f a t i h
erkoç	 e r k o ç
müslüm	 m ü s l ü m
gürses	 g ü r s e s
sezen	s e z e n
aksuumunyaturukiya	 a k s u u m u n y a t u r u k i y a
uririmba	 u r i r i m b a
diva	 d i v a
yaririmbanye	 y a r i r i m b a n y e
n’umutaliyani	 n ’ u m u t a l i y a n i
tenuru	 t e n u r u
alessandro	 a l e s s a n d r o
safina	 s a f i n a
numuririmbyi	 n  u m u r i r i m b y i
wumugereki	 w  u m u g e r e k i
haris	 h a r i s
alexiou	 a l e x i o u
kurangizaitsinda	 k u r a n g i z a i t s i n d a
ribyina	 r i b y i n a
ryo	 r y o
turukiya	 t u r u k i y a
fire	 f i r e
of	 o f
anatolia	 a n a t o l i a
ryabyinnye	 r y a b y i n n y e
troy	  t r o y
peter	p e t e r
lenzumusore	 l e n z u m u s o r e
wimyaka	 w  i m y a k a
13	 1 3
usiganwa	 u s i g a n w a
ipikipikiyaguye	 i p i k i p i k i y a g u y e
mpanuka	 m p a n u k a
yabereye	 y a b e r e y e
muhanda	 m u h a n d a
indianapolis	 i n d i a n a p o l i s
yari	 y a r i
imyitozolenz	 i m y i t o z o l e n z
yahanutse	 y a h a n u t s e
ipikipiki	 i p i k i p i k i
yeubundi	 y e u b u n d i
agongwa	 a g o n g w a
mugenzi	m u g e n z i
bakinana	 b a k i n a n a
umukino	 u m u k i n o
xavier	 x a v i e r
zayat	z a y a t
yahise	 y a h i s e
atabarwa	 a t a b a r w a
nabakozi	 n  a b a k o z i
buvuzi	 b u v u z i
maze	 m a z e
ajyanwa	 a j y a n w a
bitaro	 b i t a r o
gace	 g a c e
yaje	y a j e
kugwa	 k u g w a
ntiyagize	 n t i y a g i z e
icyo	 i c y o
bijyanye	 b i j y a n y e
y’ubukungu	 y ’ u b u k u n g u
isizapatero	 i s i z a p a t e r o
yakomeje	y a k o m e j e
agira	 a g i r a
ati	 a t i
imyubakire	 i m y u b a k i r e
bigize	 b i g i z e
ubukunguigice	 u b u k u n g u i g i c e
cy’ingenzi	 c y ’ i n g e n z i
dufite	 d u f i t e
cy’ubukungu	 c y ’ u b u k u n g u
kimaze	 k i m a z e
wosekikaba	 w o s e k i k a b a
cyarageze	 c y a r a g e z e
bikabije	 b i k a b i j e
abiri	 a b i r i
ashizekandi	 a s h i z e k a n d i
ndatekereza	 n d a t e k e r e z a
amasoko	 a m a s o k o
y’imari	 y ’ i m a r i
atangiye	 a t a n g i y e
kuzahuka	 k u z a h u k a
cyumweru	 c y u m w e r u
gishizenaked	 g i s h i z e n a k e d
news	 n e w s
yatangaje	 y a t a n g a j e
izongera	 i z o n g e r a
intego	i n t e g o
yayo	 y a y o
kongera	 k o n g e r a
indimi	i n d i m i
mpuzamahanga	 m p u z a m a h a n g a
itangaza	 i t a n g a z a
ryayo	 r y a y o
ry’amakuruigashyiraho	 r y ’ a m a k u r u i g a s h y i r a h o
andi	 a n d i
mashami	 m a s h a m i
atatu	 a t a t u
mashya	 m a s h y a
kikaba	 k i k a b a
gisanzwe	 g i s a n z w e
gitanga	 g i t a n g a
cyongereza	 c y o n g e r e z a
nikiyapaniicyo	 n  i k i y a p a n i i c y o
kigiye	 k i g i y e
gutangiza	 g u t a n g i z a
ibiganiro	 i b i g a n i r o
cyesipanyoliigitaliyaninikinyakoreyakuri	 c y e s i p a n y o l i i g i t a l i y a n i n  i k i n y a k o r e y a k u r i
televiziyourubuga	 t e l e v i z i y o u r u b u g a
enterinetinibikoresho	 e n t e r i n e t i n  i b i k o r e s h o
by’ikoranabuhanga	 b y ’ i k o r a n a b u h a n g a
bigendanwa	 b i g e n d a n w a
inyenyeri	 i n y e n y e r i
zitanga	 z i t a n g a
urumuri	 u r u m u r i
n’ubushyuhe	 n ’ u b u s h y u h e
ingufu	 i n g u f u
zirema	 z i r e m a
atome	 a t o m e
hydrogène	 h y d r o g è n e
zivangiwe	 z i v a n g i w e
ziyayukirijwe	 z i y a y u k i r i j w e
ibe	 i b e
biremereye	 b i r e m e r e y e
abahanga	a b a h a n g a
barimo	 b a r i m o
ikinyabutabire	 i k i n y a b u t a b i r e
kivanga	 k i v a n g a
kurema	 k u r e m a
nk’ubwo	 n k ’ u b w o
arikoni	 a r i k o n i
kigoranye	 k i g o r a n y e
kubonera	 k u b o n e r a
umuti	 u m u t i
bizatwara	 b i z a t w a r a
tubona	t u b o n a
guhuzwa	 g u h u z w a
kw’ibinyabutabire	 k w ’ i b i n y a b u t a b i r e
urushinge	u r u s h i n g e
rwicyuma	 r w  i c y u m a
rurareremba	 r u r a r e r e m b a
yamazi	 y  a m a z i
y’amazi	 y ’ a m a z i
zibaho	 z i b a h o
molekile	 m o l e k i l e
ahari	  a h a r i
zikururana	 z i k u r u r a n a
kirere	 k i r e r e
ziziri	 z i z i r i
z’amazi	 z ’ a m a z i
zikora	 z i k o r a
uruhu	 u r u h u
rutagaragara	 r u t a g a r a g a r a
rutuma	 r u t u m a
nk’urushinge	 n k ’ u r u s h i n g e
bireremba	 b i r e r e m b a
icyuma	 i c y u m a
siketi	 s i k e t i
igenderwaho	 i g e n d e r w a h o
kigira	 k i g i r a
ebyiri	 e b y i r i
zifite	z i f i t e
umwobo	u m w o b o
ugoramye	 u g o r a m y e
yazo	 y a z o
mpande	 m p a n d e
ebyeri	 e b y e r i
zituma	 z i t u m a
rufatwa	 r u f a t w a
nezakabone	 n e z a k a b o n e
niyo	 n  i y o
rwaba	 r w a b a
ruhindukijwe	 r u h i n d u k i j w e
hasi	 h a s i
h’icyuma	 h ’ i c y u m a
hagoramye	 h a g o r a m y e
gatouko	 g a t o u k o
gihindukizwa	 g i h i n d u k i z w a
rumwe	 r u m w e
rundiuruhande	 r u n d i u r u h a n d e
rw’ubugi	 r w ’ u b u g i
rukora	 r u k o r a
narwo	 n a r w o
ruragorama	 r u r a g o r a m a
bituma	 b i t u m a
uyigenderaho	 u y i g e n d e r a h o
ahindukira	 a h i n d u k i r a
ihundukijwe	 i h u n d u k i j w e
igana	 i g a n a
iburyouyigenderaho	 i b u r y o u y i g e n d e r a h o
agana	 a g a n a
iburyosiketi	 i b u r y o s i k e t i
yahengamira	 y a h e n g a m i r a
ibumosouyigenderaho	 i b u m o s o u y i g e n d e r a h o
akagana	 a k a g a n a
ibumoso	 i b u m o s o
babikora	 b a b i k o r a
barekura	 b a r e k u r a
gato	 g a t o
kurumuri	 k  u r u m u r i
kitwa	 k i t w a
photon	 p h o t o n
bita	 b i t a
isohora	  i s o h o r a
ry	 r y
imirasire	i m i r a s i r e
ryatijwe	 r y a t i j w e
umurindi	 u m u r i n d i
zikangurwa	 z i k a n g u r w a
n’urumuri	 n ’ u r u m u r i
rwinshibigatuma	 r w i n s h i b i g a t u m a
habaho	 h a b a h o
irekura	 i r e k u r a
y’urumuri	 y ’ u r u m u r i
rukaba	 r u k a b a
igikorwa	 i g i k o r w a
cy’ubugenge	 c y ’ u b u g e n g e
kifashisha	 k i f a s h i s h a
ishusho	 i s h u s h o
ikurikira	 i k u r i k i r a
irerekana	 i r e r e k a n a
zisohora	 z i s o h o r a
birumvikanamu	 b i r u m v i k a n a m u
byukuri	 b y u k u r i
nto	 n t o
ziri	 z i r i
nyuma	 n y u m a
y’amasaha	 y ’ a m a s a h a
amagana	 a m a g a n a
ihuzwa	 i h u z w a
ry’insinga	 r y ’ i n s i n g a
itara	 i t a r a
kabaye	 k a b a y e
rirahiye	 r i r a h i y e
ntirigikora	 n t i r i g i k o r a
ritanga	 r i t a n g a
noneho	 n o n e h o
rikeneye	 r i k e n e y e
gusimbuzwa	 g u s i m b u z w a
kwitonda	 k w i t o n d a
gusimbuza	 g u s i m b u z a
ubwa	 u b w a
mbereakazimyarumuri	 m b e r e a k a z i m y a r u m u r i
kagomba	 k a g o m b a
kubanza	 k u b a n z a
kuzimywa	 k u z i m y w a
urusinga	 u r u s i n g a
rugacomorwa	 r u g a c o m o r w a
amashanyarazi	 a m a s h a n y a r a z i
atembera	 a t e m b e r a
soketi	 s o k e t i
cy’icyuma	 c y ’ i c y u m a
gifatira	 g i f a t i r a
kuguteza	 k u g u t e z a
n’amashanyarazi	 n ’ a m a s h a n y a r a z i
uramutse	 u r a m u t s e
ukoze	 u k o z e
gice	 g i c e
cy’itara	 c y ’ i t a r a
kikiri	 k i k i r i
urugingo	u r u g i n g o
nyamukuru	 n y a m u k u r u
rw’urwungano	 r w ’ u r w u n g a n o
rw’amaraso	 r w ’ a m a r a s o
umutimausohora	 u m u t i m a u s o h o r a
amaraso	 a m a r a s o
ava	 a v a
mutima	 m u t i m a
miyoboro	 m i y o b o r o
imitsi	 i m i t s i
y’imijyana	 y ’ i m i j y a n a
hanyuma	 h a n y u m a
akagaruka	 a k a g a r u k a
y’imizana	 y ’ i m i z a n a
imiyoboro	i m i y o b o r o
udutsi	 u d u t s i
duto	 d u t o
tw’amaraso	 t w ’ a m a r a s o
amenyo	 a m e n y o
dinozoru	 d i n o z o r u
tiriseratopu	 t i r i s e r a t o p u
yagombaga	 y a g o m b a g a
ubushobozi	 u b u s h o b o z i
kudahekenya	 k u d a h e k e n y a
ibibabi	 i b i b a b i
gusa	 g u s a
ahubwo	 a h u b w o
n’amashami	 n ’ a m a s h a m i
n’imizi	 n ’ i m i z i
bikomeye	 b i k o m e y e
bamwe	 b a m w e
batekereza	 b a t e k e r e z a
zatungwaga	 z a t u n g w a g a
n’ibimera	 n ’ i b i m e r a
byitwa	 b y i t w a
saikadiubwoko	 s a i k a d i u b w o k o
bw’ibimera	 b w ’ i b i m e r a
byari	 b y a r i
byiganje	 b y i g a n j e
keretase	 k e r e t a s e
bimera	 b i m e r a
bigaragara	 b i g a r a g a r a
nk’uduti	 n k ’ u d u t i
tw’ingazi	 t w ’ i n g a z i
amakamba	 a m a k a m b a
y’amababi	 y ’ a m a b a b i
atyaye	 a t y a y e
asongoye	 a s o n g o y e
zashoboraga	 z a s h o b o r a g a
zarakoresheje	 z a r a k o r e s h e j e
umunwa	 u m u n w a
ukomeye	 u k o m e y e
gukuraho	 g u k u r a h o
igihimba	 i g i h i m b a
abandi	 a b a n d i
bahanga	 b a h a n g a
bahakana	 b a h a k a n a
byuzuye	 b y u z u y e
uburozi	 u b u r o z i
bishoboka	 b i s h o b o k a
dinozoro	 d i n o z o r o
yabiryagan’ubwo	 y a b i r y a g a n ’ u b w o
utunyamaswa	 u t u n y a m a s w a
tumeze	 t u m e z e
nk’inkende	 n k ’ i n k e n d e
twitwa	 t w i t w a
gasuku	 g a s u k u
izikomoka	  i z i k o m o k a
birimo	 b i r i m o
upima	 u p i m a
kg	   k g
gupima	 g u p i m a
36	 3 6
16kg	  1 6 k g
lo	 l o
bivuzeko	 b i v u z e k o
zayobirumvikanaziigukurura	 z a y o b i r u m v i k a n a z i i g u k u r u r a
izuba	 i z u b a
ntirifite	 n t i r i f i t e
nk’isi	 n k ’ i s i
wahagararaho	 w a h a g a r a r a h o
ryose	 r y o s e
rikozwe	 r i k o z w e
n’imyukaumuriron’umuyonga	 n ’ i m y u k a u m u r i r o n ’ u m u y o n g a
umwuka	 u m w u k a
ugenda	 u g e n d a
uba	 u b a
muke	 m u k e
y’ihuriro	 y ’ i h u r i r o
ry’izuba	 r y ’ i z u b a
cy’inyuma	 c y ’ i n y u m a
tureba	 t u r e b a
twitegereje	 t w i t e g e r e j e
fotosuferebisobanuye	 f o t o s u f e r e b i s o b a n u y e
umubumbe	u m u b u m b e
w’urumuri	 w ’ u r u m u r i
igihumbi	 i g i h u m b i
nyumamu	 n y u m a m u
161galileo	 1 6 1  g a l i l e o
galileiumuhanga	 g a l i l e i u m u h a n g a
w’umutariyani	 w ’ u m u t a r i y a n i
by’ikirere	 b y ’ i k i r e r e
yakoresheje	 y a k o r e s h e j e
akuma	 a k u m a
ndeba	 n d e b a
arebe	 a r e b e
venus	 v e n u s
ibihe	 i b i h e
nk’uko	 n k ’ u k o
ukwezi	u k w e z i
kumeze	 k u m e z e
bibaho	 b i b a h o
cyonyine	 c y o n y i n e
cy’ukwezi	 c y ’ u k w e z i
giteganye	 g i t e g a n y e
n’izuba	 n ’ i z u b a
cyaboneshejwe	 c y a b o n e s h e j w e
byahaye	 b y a h a y e
copernicus	 c o p e r n i c u s
kivuga	 k i v u g a
uzenguruka	 u z e n g u r u k a
hayumaimyaka	h a y u m a i m y a k a
yakurikiye	 y a k u r i k i y e
w’163jeremiah	 w ’ 1 6 3  j e r e m i a h
horrocksumuhanga	 h o r r o c k s u m u h a n g a
w’umwongereza	 w ’ u m w o n g e r e z a
ubwongereza	 u b w o n g e r e z a
bwamaze	 b w a m a z e
mahoro	 m a h o r o
yuko	 y u k o
bwongeye	 b w o n g e y e
kwigarurirwa	 k w i g a r u r i r w a
danelowu	 d a n e l o w u
nyamara	n y a m a r a
etelirede	 e t e l i r e d e
ahanganye	 a h a n g a n y e
n’ubwato	 n ’ u b w a t o
bunini	 b u n i n i
vikingi	 v i k i n g i
ubundi	 u b u n d i
gutiramu	 g u t i r a m u
bwato	 b w a t o
bwari	 b w a r i
buyobowe	 b u y o b o w e
olafe	 o l a f e
tirivasoneumunyanoruveje	 t i r i v a s o n e u m u n y a n o r u v e j e
washakaga	 w a s h a k a g a
gukura	 g u k u r a
maboko	 m a b o k o
y’ubutegetsi	 y ’ u b u t e g e t s i
danemarike	 d a n e m a r i k e
ikubitiro	 i k u b i t i r o
amaze	 a m a z e
gutsindwa	 g u t s i n d w a
urugambaetelirede	 u r u g a m b a e t e l i r e d e
yashoboye	 y a s h o b o y e
kumvikana	 k u m v i k a n a
olafewagarutse	 o l a f e w a g a r u t s e
noruveje	 n o r u v e j e
gufata	 g u f a t a
ubwami	 u b w a m i
bwe	 b w e
butamuhiriye	 b u t a m u h i r i y e
hangeul	 h a n g e u l
nizo	 n i z o
nyuguti	 n y u g u t i
zonyine	 z o n y i n e
zavumbuwe	 z a v u m b u w e
bigambiriwe	 b i g a m b i r i w e
zigikoreshwa	 z i g i k o r e s h w a
mwaka	 m w a k a
1444	 1 4 4 4
ngoma	 n g o m a
y’umwami	 y ’ u m w a m i
sejong	 s e j o n g
14114	  1 4 1   1 4
umwami	u m w a m i
uwa	 u w a
kane	 k a n e
w’ubwami	 w ’ u b w a m i
joseon	 j o s e o n
umwe	 u m w e
babaye	 b a b a y e
intangarugero	 i n t a n g a r u g e r o
yabanje	y a b a n j e
kwita	 k w i t a
inyuguti	 i n y u g u t i
hunmin	 h u n m i n
jeongeumbisobanuye	 j e o n g e u m b i s o b a n u y e
amajwi	a m a j w i
akwiye	 a k w i y e
kwigisha	 k w i g i s h a
by’uburyo	 b y ’ u b u r y o
sanskrit	s a n s k r i t
yabayeho	 y a b a y e h o
kijyanye	 k i j y a n y e
n’ukwimuka	 n ’ u k w i m u k a
kw’aba	 k w ’ a b a
aryan	 a r y a n
bava	 b a v a
burengerazuba	 b u r e n g e r a z u b a
bajya	 b a j y a
bazanye	 b a z a n y e
ururimi	 u r u r i m i
rugereranywa	 r u g e r e r a n y w a
n’ururimi	 n ’ u r u r i m i
rw’ikilatini	 r w ’ i k i l a t i n i
ruvugwa	 r u v u g w a
igitabo	 i g i t a b o
cyamenyekanye	 c y a m e n y e k a n y e
y’ibindi	 y ’ i b i n d i
cyari	 c y a r i
cyanditswe	 c y a n d i t s w e
rurimi	 r u r i m i
gukusanya	 g u k u s a n y a
upanishadssanskrit	 u p a n i s h a d s s a n s k r i t
rucika	 r u c i k a
ubuyobozi	u b u y o b o z i
rukomeye	 r u k o m e y e
rukizerwabashije	 r u k i z e r w a b a s h i j e
inkomoko	 i n k o m o k o
y’indimi	 y ’ i n d i m i
z’iki	 z ’ i k i
buhindenk’uko	 b u h i n d e n k ’ u k o
ikilatini	 i k i l a t i n i
nk’igifaransa	 n k ’ i g i f a r a n s a
n’icy’esipanyolo	 n ’ i c y ’ e s i p a n y o l o
urugamba	 u r u g a m b a
rw’ubufaransa	 r w ’ u b u f a r a n s a
rwarangiragaubudage	 r w a r a n g i r a g a u b u d a g e
bwatangiye	 b w a t a n g i y e
kwitegura	 k w i t e g u r a
ikirwa	 i k i r w a
cyubwongereza	 c y  u b w o n g e r e z a
ubudage	 u b u d a g e
bwahaye	 b w a h a y e
gitero	 g i t e r o
operation	  o p e r a t i o n
sealion	 s e a l i o n
bwatakaje	 b w a t a k a j e
intwaro	i n t w a r o
ziremereye	 z i r e m e r e y e
ingabo	 i n g a b o
zabwo	 z a b w o
zavaga	 z a v a g a
i	 i
dunkirk	 d u n k i r k
zinaniwe	 z i n a n i w e
z’ibwami	 z ’ i b w a m i
zirwanira	 z i r w a n i r a
mazi	 m a z i
zari	 z a r i
zikomeye	 z i k o m e y e
iz’ubudagea	 i z ’ u b u d a g e a
kriegsmarine	   k r i e g s m a r i n e
gusenya	 g u s e n y a
amato	 a m a t o
yoherejwe	 y o h e r e j w e
aturutse	 a t u r u t s e
icyakoraubwato	i c y a k o r a u b w a t o
buke	 b u k e
bw’ingabo	 b w ’ i n g a b o
y’inzira	 y ’ i n z i r a
ibitero	 i b i t e r o
byashoboraga	 b y a s h o b o r a g a
guturukemo	 g u t u r u k e m o
kuko	 k u k o
abasirikare	 a b a s i r i k a r e
bakuru	 b a k u r u
batinye	 b a t i n y e
bakwibasirwa	 b a k w i b a s i r w a
n’igitero	 n ’ i g i t e r o
cy’abadage	 c y ’ a b a d a g e
reka	r e k a
dutangire	 d u t a n g i r e
dusobanura	 d u s o b a n u r a
imigambi	 i m i g a m b i
ubutaliyani	 u b u t a l i y a n i
